#path1 #000000
Reaction coordinate,Free Energy (eV),Reaction coordinate,Free Energy (eV),Tag name
15.167919799498748,-7.56397539347563,,,
15.177944862155389,-7.924312557448502,,,
15.18796992481203,-8.281406693849931,,,
15.197994987468672,-8.635230202437015,,,
15.208020050125313,-8.985755482983222,,,
15.218045112781954,-9.33295493524929,,,
15.228070175438596,-9.676800958999593,,,
15.238095238095237,-10.017265954000322,,,
15.248120300751879,-10.354322320015854,,,
15.25814536340852,-10.687942456814199,,,
15.268170426065163,-11.01809876416155,,,
15.278195488721805,-11.344763641818645,,,
15.288220551378446,-11.667909489551676,,,
15.298245614035087,-11.987508707128654,,,
15.308270676691729,-12.303533694317593,,,
15.318295739348372,-12.615956850875591,,,
15.328320802005013,-12.92475057657066,,,
15.338345864661655,-13.229887271176267,,,
15.348370927318296,-13.531339334449513,,,
15.358395989974937,-13.829079166151132,,,
15.368421052631579,-14.123079166056414,,,
15.37844611528822,-14.413311733926093,,,
15.388471177944862,-14.699749269531821,,,
15.398496240601503,-14.982364172627058,,,
15.408521303258144,-15.261128842983453,,,
15.418546365914786,-15.536015680370838,,,
15.428571428571429,-15.80699708454631,,,
15.43859649122807,-16.074045455279702,,,
15.448621553884712,-16.337133192335386,,,
15.458646616541353,-16.596232695479557,,,
15.468671679197994,-16.851316364476588,,,
15.478696741854638,-17.102356599092673,,,
15.488721804511279,-17.349325799090366,,,
15.49874686716792,-17.59219636423768,,,
15.508771929824562,-17.830940694302626,,,
15.518796992481203,-18.065531189042304,,,
15.528822055137844,-18.29594024823018,,,
15.538847117794486,-18.522140271626995,,,
15.548872180451127,-18.744103658998938,,,
15.558897243107769,-18.961802810108566,,,
15.56892230576441,-19.175210124732985,,,
15.578947368421051,-19.384298002622018,,,
15.588972431077694,-19.589038843547314,,,
15.598997493734336,-19.789405047280525,,,
15.609022556390977,-19.985369013578747,,,
15.619047619047619,-20.176903142206356,,,
15.62907268170426,-20.36397983293682,,,
15.639097744360903,-20.54657148552542,,,
15.649122807017545,-20.72465049974926,,,
15.659147869674186,-20.898189275359982,,,
15.669172932330827,-21.067160212134695,,,
15.679197994987469,-21.231535709835953,,,
15.68922305764411,-21.391288168220854,,,
15.699248120300751,-21.546389987066505,,,
15.709273182957393,-21.696813566126366,,,
15.719298245614034,-21.842531305177545,,,
15.729323308270676,-21.98351560397532,,,
15.739348370927317,-22.1197388622968,,,
15.74937343358396,-22.251173479893623,,,
15.759398496240602,-22.377791856537442,,,
15.769423558897243,-22.499566392001725,,,
15.779448621553884,-22.616469486036294,,,
15.789473684210526,-22.72847353841462,,,
15.799498746867169,-22.83555094890653,,,
15.80952380952381,-22.93767411726367,,,
15.819548872180452,-23.03481544326678,,,
15.829573934837093,-23.126947326669324,,,
15.839598997493734,-23.21404216724477,,,
15.849624060150376,-23.296072364752035,,,
15.859649122807017,-23.37301031896459,,,
15.869674185463658,-23.44482842963953,,,
15.8796992481203,-23.511499096543048,,,
15.889724310776941,-23.572994719446797,,,
15.899749373433583,-23.629287698107873,,,
15.909774436090226,-23.680350432301566,,,
15.919799498746867,-23.726155321783153,,,
15.929824561403509,-23.766674766320648,,,
15.93984962406015,-23.80188116568388,,,
15.949874686716791,-23.831746919637226,,,
15.959899749373434,-23.8562444279396,,,
15.969924812030076,-23.875346090362655,,,
15.979949874686717,-23.889024306670763,,,
15.989974937343359,-23.8972514766283,,,
16.0,-23.899999999997817,,,
##################################################
#path3 #0000FF
Reaction coordinate,Free Energy (eV),Reaction coordinate,Free Energy (eV),Tag name
0.0,0.0,0.0,0.0,S
0.010025062656641603,0.003405083710715221,4.0,181.0,TS4
0.020050125313283207,0.013597539303374925,8.0,84.5,Ime
0.03007518796992481,0.03054317346875017,12.0,132.2,TS5
0.040100250626566414,0.05420779289761201,16.0,-23.9,P
0.05012531328320802,0.08455720428073153,,,
0.06015037593984962,0.12155721430887975,,,
0.07017543859649122,0.16517362967282778,,,
0.08020050125313283,0.21537225706334664,,,
0.09022556390977443,0.2721189031712074,,,
0.10025062656641603,0.33537937468718115,,,
0.11027568922305764,0.405119478302039,,,
0.12030075187969924,0.48130502070655173,,,
0.13032581453634084,0.5639018085914907,,,
0.14035087719298245,0.6528756486476269,,,
0.15037593984962405,0.7481923475657314,,,
0.16040100250626566,0.8498177120365753,,,
0.17042606516290726,0.9577175487509295,,,
0.18045112781954886,1.0718576643995652,,,
0.19047619047619047,1.1922038656732534,,,
0.20050125313283207,1.318721959262765,,,
0.21052631578947367,1.4513777518588713,,,
0.22055137844611528,1.5901370501523433,,,
0.23057644110275688,1.7349656608339523,,,
0.24060150375939848,1.885829390594469,,,
0.2506265664160401,2.042694046124664,,,
0.2606516290726817,2.20552543411531,,,
0.2706766917293233,2.3742893612571763,,,
0.2807017543859649,2.548951634241035,,,
0.2907268170426065,2.729478059757656,,,
0.3007518796992481,2.9158344444978117,,,
0.3107769423558897,3.107986595152273,,,
0.3208020050125313,3.3059003184118105,,,
0.3308270676691729,3.5095414209671953,,,
0.3408521303258145,3.7188757095091987,,,
0.3508771929824561,3.9338689907285906,,,
0.3609022556390977,4.154487071316144,,,
0.37092731829573933,4.380695757962629,,,
0.38095238095238093,4.6124608573588155,,,
0.39097744360902253,4.849748176195477,,,
0.40100250626566414,5.0925235211633835,,,
0.41102756892230574,5.340752698953304,,,
0.42105263157894735,5.5944015162560135,,,
0.43107769423558895,5.85343577976228,,,
0.44110275689223055,6.117821296162876,,,
0.45112781954887216,6.387523872148571,,,
0.46115288220551376,6.662509314410138,,,
0.47117794486215536,6.942743429638347,,,
0.48120300751879697,7.2281920245239695,,,
0.49122807017543857,7.518820905757776,,,
0.5012531328320802,7.814595880030538,,,
0.5112781954887218,8.115482754033026,,,
0.5213032581453634,8.421447334456012,,,
0.531328320802005,8.732455427990267,,,
0.5413533834586466,9.04847284132656,,,
0.5513784461152882,9.369465381155667,,,
0.5614035087719298,9.695398854168355,,,
0.5714285714285714,10.026239067055393,,,
0.581453634085213,10.361951826507555,,,
0.5914786967418546,10.702502939215615,,,
0.6015037593984962,11.047858211870338,,,
0.6115288220551378,11.3979834511625,,,
0.6215538847117794,11.75284446378287,,,
0.631578947368421,12.112407056422219,,,
0.6416040100250626,12.476637035771317,,,
0.6516290726817042,12.845500208520935,,,
0.6616541353383458,13.21896238136185,,,
0.6716791979949874,13.596989360984827,,,
0.681704260651629,13.979546954080636,,,
0.6917293233082706,14.366600967340052,,,
0.7017543859649122,14.758117207453845,,,
0.7117794486215538,15.154061481112784,,,
0.7218045112781954,15.554399595007641,,,
0.731829573934837,15.959097355829192,,,
0.7418546365914787,16.3681205702682,,,
0.7518796992481203,16.781435045015442,,,
0.7619047619047619,17.199006586761687,,,
0.7719298245614035,17.620801002197705,,,
0.7819548872180451,18.046784098014268,,,
0.7919799498746867,18.47692168090215,,,
0.8020050125313283,18.911179557552114,,,
0.8120300751879699,19.34952353465494,,,
0.8220551378446115,19.791919418901397,,,
0.8320802005012531,20.23833301698225,,,
0.8421052631578947,20.688730135588276,,,
0.8521303258145363,21.143076581410245,,,
0.8621553884711779,21.60133816113893,,,
0.8721804511278195,22.063480681465094,,,
0.8822055137844611,22.529469949079516,,,
0.8922305764411027,22.99927177067297,,,
0.9022556390977443,23.47285195293621,,,
0.9122807017543859,23.950176302560028,,,
0.9223057644110275,24.431210626235185,,,
0.9323308270676691,24.915920730652452,,,
0.9423558897243107,25.404272422502604,,,
0.9523809523809523,25.896231508476404,,,
0.9624060150375939,26.39176379526463,,,
0.9724310776942355,26.890835089558053,,,
0.9824561403508771,27.39341119804744,,,
0.9924812030075187,27.899457927423565,,,
1.0025062656641603,28.408941084377197,,,
1.012531328320802,28.92182647559911,,,
1.0225563909774436,29.438079907780075,,,
1.0325814536340852,29.95766718761086,,,
1.0426065162907268,30.48055412178224,,,
1.0526315789473684,31.00670651698498,,,
1.06265664160401,31.536090179909856,,,
1.0726817042606516,32.06867091724764,,,
1.0827067669172932,32.604414535689095,,,
1.0927318295739348,33.143286841925004,,,
1.1027568922305764,33.68525364264613,,,
1.112781954887218,34.23028074454325,,,
1.1228070175438596,34.77833395430713,,,
1.1328320802005012,35.329379078628534,,,
1.1428571428571428,35.88338192419825,,,
1.1528822055137844,36.440308297707034,,,
1.162907268170426,37.00012400584567,,,
1.1729323308270676,37.56279485530492,,,
1.1829573934837092,38.12828665277555,,,
1.1929824561403508,38.69656520494835,,,
1.2030075187969924,39.26759631851407,,,
1.213032581453634,39.841345800163495,,,
1.2230576441102756,40.4177794565874,,,
1.2330827067669172,40.99686309447653,,,
1.2431077694235588,41.57856252052169,,,
1.2531328320802004,42.16284354141362,,,
1.263157894736842,42.74967196384311,,,
1.2731829573934836,43.33901359450095,,,
1.2832080200501252,43.930834240077864,,,
1.2932330827067668,44.52509970726465,,,
1.3032581453634084,45.121775802752076,,,
1.31328320802005,45.72082833323092,,,
1.3233082706766917,46.32222310539195,,,
1.3333333333333333,46.925925925925924,,,
1.3433583959899749,47.53190260152362,,,
1.3533834586466165,48.14011893887582,,,
1.363408521303258,48.75054074467328,,,
1.3734335839598997,49.36313382560678,,,
1.3834586466165413,49.9778639883671,,,
1.3934837092731829,50.59469703964498,,,
1.4035087719298245,51.21359878613122,,,
1.413533834586466,51.834535034516584,,,
1.4235588972431077,52.45747159149183,,,
1.4335839598997493,53.08237426374775,,,
1.443609022556391,53.709208857975106,,,
1.4536340852130325,54.33794118086466,,,
1.463659147869674,54.96853703910721,,,
1.4736842105263157,55.600962239393496,,,
1.4837092731829573,56.235182588414304,,,
1.493734335839599,56.871163892860395,,,
1.5037593984962405,57.50887195942254,,,
1.5137844611528821,58.148272594791536,,,
1.5238095238095237,58.78933160565813,,,
1.5338345864661653,59.43201479871309,,,
1.543859649122807,60.07628798064721,,,
1.5538847117794485,60.72211695815125,,,
1.5639097744360901,61.369467537915966,,,
1.5739348370927317,62.01830552663213,,,
1.5839598997493733,62.668596730990544,,,
1.593984962406015,63.32030695768194,,,
1.6040100250626566,63.97340201339712,,,
1.6140350877192982,64.62784770482685,,,
1.6240601503759398,65.28360983866189,,,
1.6340852130325814,65.94065422159301,,,
1.644110275689223,66.59894666031099,,,
1.6541353383458646,67.25845296150659,,,
1.6641604010025062,67.9191389318706,,,
1.6741854636591478,68.58097037809377,,,
1.6842105263157894,69.24391310686687,,,
1.694235588972431,69.90793292488071,,,
1.7042606516290726,70.57299563882601,,,
1.7142857142857142,71.23906705539359,,,
1.7243107769423558,71.90611298127418,,,
1.7343358395989974,72.57409922315854,,,
1.744360902255639,73.2429915877375,,,
1.7543859649122806,73.91275588170177,,,
1.7644110275689222,74.58335791174217,,,
1.7744360902255638,75.25476348454946,,,
1.7844611528822054,75.92693840681439,,,
1.794486215538847,76.59984848522775,,,
1.8045112781954886,77.27345952648027,,,
1.8145363408521302,77.9477373372628,,,
1.8245614035087718,78.62264772426602,,,
1.8345864661654134,79.29815649418077,,,
1.844611528822055,79.9742294536978,,,
1.8546365914786966,80.65083240950788,,,
1.8646616541353382,81.32793116830179,,,
1.8746867167919798,82.00549153677026,,,
1.8847117794486214,82.6834793216041,,,
1.894736842105263,83.36186032949408,,,
1.9047619047619047,84.04060036713096,,,
1.9147869674185463,84.71966524120552,,,
1.9248120300751879,85.39902075840853,,,
1.9348370927318295,86.07863272543075,,,
1.944862155388471,86.75846694896298,,,
1.9548872180451127,87.43848923569595,,,
1.9649122807017543,88.11866539232042,,,
1.9749373433583959,88.79896122552724,,,
1.9849624060150375,89.4793425420071,,,
1.994987468671679,90.15977514845082,,,
2.0050125313283207,90.84022485154915,,,
2.015037593984962,91.52065745799285,,,
2.025062656641604,92.20103877447275,,,
2.0350877192982457,92.88133460767956,,,
2.045112781954887,93.56151076430405,,,
2.0551378446115285,94.24153305103701,,,
2.0651629072681703,94.92136727456922,,,
2.075187969924812,95.60097924159146,,,
2.0852130325814535,96.28033475879445,,,
2.095238095238095,96.959399632869,,,
2.1052631578947367,97.6381396705059,,,
2.1152882205513786,98.31652067839589,,,
2.12531328320802,98.99450846322972,,,
2.1353383458646613,99.6720688316982,,,
2.145363408521303,100.3491675904921,,,
2.155388471177945,101.0257705463022,,,
2.1654135338345863,101.70184350581921,,,
2.1754385964912277,102.37735227573394,,,
2.1854636591478696,103.0522626627372,,,
2.1954887218045114,103.72654047351972,,,
2.2055137844611528,104.40015151477225,,,
2.215538847117794,105.07306159318559,,,
2.225563909774436,105.74523651545053,,,
2.235588972431078,106.41664208825783,,,
2.245614035087719,107.0872441182982,,,
2.2556390977443606,107.75700841226248,,,
2.2656641604010024,108.42590077684144,,,
2.275689223057644,109.09388701872582,,,
2.2857142857142856,109.76093294460641,,,
2.295739348370927,110.42700436117396,,,
2.305764411027569,111.09206707511926,,,
2.3157894736842106,111.75608689313313,,,
2.325814536340852,112.41902962190623,,,
2.3358395989974934,113.08086106812938,,,
2.345864661654135,113.7415470384934,,,
2.355889724310777,114.401053339689,,,
2.3659147869674184,115.05934577840696,,,
2.37593984962406,115.7163901613381,,,
2.3859649122807016,116.37215229517314,,,
2.3959899749373434,117.02659798660288,,,
2.406015037593985,117.67969304231804,,,
2.416040100250626,118.33140326900943,,,
2.426065162907268,118.98169447336784,,,
2.43609022556391,119.63053246208403,,,
2.4461152882205512,120.27788304184874,,,
2.4561403508771926,120.92371201935275,,,
2.4661654135338344,121.56798520128689,,,
2.4761904761904763,122.21066839434188,,,
2.4862155388471177,122.85172740520846,,,
2.496240601503759,123.49112804057744,,,
2.506265664160401,124.12883610713959,,,
2.5162907268170427,124.7648174115857,,,
2.526315789473684,125.39903776060649,,,
2.5363408521303255,126.03146296089275,,,
2.5463659147869673,126.66205881913531,,,
2.556390977443609,127.2907911420249,,,
2.5664160401002505,127.91762573625225,,,
2.576441102756892,128.54252840850816,,,
2.5864661654135337,129.1654649654834,,,
2.5964912280701755,129.78640121386877,,,
2.606516290726817,130.405302960355,,,
2.6165413533834583,131.02213601163288,,,
2.6265664160401,131.63686617439322,,,
2.636591478696742,132.24945925532674,,,
2.6466165413533833,132.85988106112418,,,
2.6566416040100247,133.46809739847637,,,
2.6666666666666665,134.07407407407408,,,
2.6766917293233083,134.67777689460806,,,
2.6867167919799497,135.27917166676906,,,
2.696741854636591,135.87822419724787,,,
2.706766917293233,136.47490029273533,,,
2.7167919799498748,137.06916575992213,,,
2.726817042606516,137.66098640549907,,,
2.7368421052631575,138.25032803615687,,,
2.7468671679197993,138.83715645858635,,,
2.756892230576441,139.4214374794783,,,
2.7669172932330826,140.00313690552343,,,
2.776942355889724,140.58222054341257,,,
2.7869674185463658,141.1586541998365,,,
2.7969924812030076,141.73240368148592,,,
2.807017543859649,142.30343479505166,,,
2.8170426065162903,142.87171334722444,,,
2.827067669172932,143.43720514469504,,,
2.837092731829574,143.99987599415434,,,
2.8471177944862154,144.55969170229295,,,
2.8571428571428568,145.1166180758017,,,
2.8671679197994986,145.67062092137147,,,
2.8771929824561404,146.22166604569287,,,
2.887218045112782,146.76971925545672,,,
2.897243107769423,147.31474635735384,,,
2.907268170426065,147.856713158075,,,
2.917293233082707,148.3955854643109,,,
2.927318295739348,148.93132908275234,,,
2.9373433583959896,149.46390982009012,,,
2.9473684210526314,149.993293483015,,,
2.9573934837092732,150.51944587821777,,,
2.9674185463659146,151.0423328123891,,,
2.977443609022556,151.5619200922199,,,
2.987468671679198,152.07817352440088,,,
2.9974937343358397,152.5910589156228,,,
3.007518796992481,153.10054207257642,,,
3.0175438596491224,153.6065888019525,,,
3.0275689223057642,154.10916491044196,,,
3.037593984962406,154.60823620473536,,,
3.0476190476190474,155.1037684915236,,,
3.057644110275689,155.59572757749737,,,
3.0676691729323307,156.08407926934757,,,
3.0776942355889725,156.56878937376482,,,
3.087719298245614,157.04982369743996,,,
3.0977443609022552,157.52714804706375,,,
3.107769423558897,158.000728229327,,,
3.117794486215539,158.4705300509205,,,
3.1278195488721803,158.9365193185349,,,
3.1378446115288217,159.39866183886107,,,
3.1478696741854635,159.85692341858973,,,
3.1578947368421053,160.31126986441174,,,
3.1679197994987467,160.76166698301773,,,
3.177944862155388,161.20808058109859,,,
3.18796992481203,161.65047646534504,,,
3.1979949874686717,162.08882044244788,,,
3.208020050125313,162.52307831909783,,,
3.2180451127819545,162.95321590198571,,,
3.2280701754385963,163.3791989978023,,,
3.238095238095238,163.80099341323833,,,
3.2481203007518795,164.21856495498454,,,
3.258145363408521,164.63187942973178,,,
3.2681704260651627,165.04090264417079,,,
3.2781954887218046,165.44560040499238,,,
3.288220551378446,165.8459385188872,,,
3.2982456140350873,166.24188279254614,,,
3.308270676691729,166.63339903265995,,,
3.318295739348371,167.0204530459194,,,
3.3283208020050123,167.40301063901518,,,
3.3383458646616537,167.78103761863812,,,
3.3483709273182956,168.15449979147905,,,
3.3583959899749374,168.52336296422868,,,
3.3684210526315788,168.88759294357777,,,
3.37844611528822,169.24715553621712,,,
3.388471177944862,169.6020165488375,,,
3.398496240601504,169.95214178812967,,,
3.408521303258145,170.2974970607844,,,
3.4185463659147866,170.63804817349245,,,
3.4285714285714284,170.9737609329446,,,
3.43859649122807,171.30460114583167,,,
3.4486215538847116,171.63053461884434,,,
3.458646616541353,171.95152715867343,,,
3.468671679197995,172.26754457200974,,,
3.4786967418546366,172.578552665544,,,
3.488721804511278,172.884517245967,,,
3.4987468671679194,173.18540411996946,,,
3.508771929824561,173.48117909424224,,,
3.518796992481203,173.771807975476,,,
3.5288220551378444,174.05725657036166,,,
3.538847117794486,174.33749068558984,,,
3.5488721804511276,174.61247612785144,,,
3.5588972431077694,174.8821787038371,,,
3.568922305764411,175.14656422023774,,,
3.578947368421052,175.405598483744,,,
3.588972431077694,175.6592473010467,,,
3.598997493734336,175.9074764788366,,,
3.6090225563909772,176.1502518238045,,,
3.6190476190476186,176.3875391426412,,,
3.6290726817042605,176.61930424203734,,,
3.6390977443609023,176.84551292868386,,,
3.6491228070175437,177.0661310092714,,,
3.659147869674185,177.28112429049082,,,
3.669172932330827,177.4904585790328,,,
3.6791979949874687,177.69409968158817,,,
3.68922305764411,177.89201340484772,,,
3.6992481203007515,178.08416555550215,,,
3.7092731829573933,178.27052194024233,,,
3.719298245614035,178.45104836575896,,,
3.7293233082706765,178.6257106387428,,,
3.739348370927318,178.79447456588466,,,
3.7493734335839597,178.95730595387533,,,
3.7593984962406015,179.11417060940553,,,
3.769423558897243,179.26503433916602,,,
3.7794486215538843,179.40986294984765,,,
3.789473684210526,179.54862224814113,,,
3.799498746867168,179.68127804073723,,,
3.8095238095238093,179.80779613432674,,,
3.8195488721804507,179.92814233560043,,,
3.8295739348370925,180.0422824512491,,,
3.8395989974937343,180.15018228796342,,,
3.8496240601503757,180.25180765243425,,,
3.859649122807017,180.34712435135236,,,
3.869674185463659,180.43609819140852,,,
3.8796992481203008,180.51869497929343,,,
3.889724310776942,180.59488052169795,,,
3.8997493734335835,180.6646206253128,,,
3.9097744360902253,180.7278810968288,,,
3.919799498746867,180.78462774293666,,,
3.9298245614035086,180.83482637032716,,,
3.93984962406015,180.8784427856911,,,
3.9498746867167918,180.9154427957193,,,
3.9598997493734336,180.9457922071024,,,
3.969924812030075,180.96945682653123,,,
3.9799498746867163,180.9864024606966,,,
3.989974937343358,180.9965949162893,,,
4.0,181.0,,,
4.0,181.0,,,
4.010025062656641,180.99818458244158,,,
4.020050125313283,180.99275048318913,,,
4.030075187969925,180.98371593237715,,,
4.040100250626566,180.97109916014023,,,
4.050125313283208,180.95491839661275,,,
4.06015037593985,180.9351918719293,,,
4.0701754385964914,180.91193781622422,,,
4.080200501253133,180.8851744596319,,,
4.090225563909774,180.85492003228717,,,
4.100250626566416,180.82119276432422,,,
4.110275689223058,180.7840108858776,,,
4.120300751879699,180.74339262708185,,,
4.130325814536341,180.69935621807144,,,
4.140350877192983,180.65191988898073,,,
4.150375939849624,180.60110186994427,,,
4.160401002506266,180.54692039109653,,,
4.170426065162907,180.48939368257197,,,
4.180451127819548,180.42853997450516,,,
4.190476190476191,180.3643774970305,,,
4.200501253132832,180.29692448028254,,,
4.2105263157894735,180.22619915439566,,,
4.220551378446116,180.1522197495044,,,
4.230576441102757,180.07500449574326,,,
4.2406015037593985,179.9945716232466,,,
4.25062656641604,179.91093936214907,,,
4.260651629072681,179.82412594258506,,,
4.2706766917293235,179.73414959468892,,,
4.280701754385965,179.64102854859533,,,
4.290726817042606,179.5447810344387,,,
4.3007518796992485,179.44542528235343,,,
4.31077694235589,179.34297952247414,,,
4.320802005012531,179.23746198493507,,,
4.330827067669173,179.12889089987107,,,
4.340852130325814,179.01728449741637,,,
4.350877192982456,178.90266100770543,,,
4.360902255639098,178.78503866087289,,,
4.370927318295739,178.66443568705313,,,
4.380952380952381,178.5408703163805,,,
4.390977443609023,178.4143607789897,,,
4.401002506265664,178.284925305015,,,
4.4110275689223055,178.15258212459116,,,
4.421052631578947,178.01734946785245,,,
4.431077694235589,177.87924556493329,,,
4.4411027568922306,177.7382886459684,,,
4.451127819548872,177.59449694109207,,,
4.461152882205514,177.44788868043872,,,
4.471177944862156,177.29848209414308,,,
4.481203007518797,177.14629541233944,,,
4.491228070175438,176.99134686516237,,,
4.50125313283208,176.83365468274627,,,
4.511278195488722,176.67323709522555,,,
4.521303258145363,176.51011233273488,,,
4.531328320802005,176.34429862540867,,,
4.541353383458647,176.1758142033812,,,
4.551378446115288,176.0046772967873,,,
4.56140350877193,175.8309061357611,,,
4.571428571428571,175.6545189504373,,,
4.581453634085213,175.47553397095038,,,
4.591478696741855,175.29396942743472,,,
4.601503759398496,175.10984355002495,,,
4.611528822055138,174.92317456885542,,,
4.62155388471178,174.73398071406052,,,
4.631578947368421,174.54228021577495,,,
4.641604010025063,174.34809130413294,,,
4.651629072681704,174.1514322092691,,,
4.661654135338345,173.95232116131808,,,
4.671679197994988,173.75077639041405,,,
4.681704260651629,173.5468161266918,,,
4.69172932330827,173.34045860028556,,,
4.701754385964913,173.1317220413298,,,
4.711779448621554,172.92062467995925,,,
4.7218045112781954,172.70718474630814,,,
4.731829573934837,172.49142047051095,,,
4.741854636591478,172.2733500827024,,,
4.7518796992481205,172.05299181301666,,,
4.761904761904762,171.8303638915885,,,
4.771929824561403,171.60548454855206,,,
4.7819548872180455,171.3783720140422,,,
4.791979949874687,171.1490445181929,,,
4.802005012531328,170.91752029113923,,,
4.81203007518797,170.68381756301545,,,
4.822055137844611,170.447954563956,,,
4.832080200501253,170.20994952409512,,,
4.842105263157895,169.96982067356754,,,
4.852130325814536,169.7275862425078,,,
4.862155388471178,169.48326446105023,,,
4.87218045112782,169.23687355932947,,,
4.882205513784461,168.98843176747965,,,
4.8922305764411025,168.73795731563558,,,
4.902255639097744,168.48546843393177,,,
4.912280701754386,168.2309833525025,,,
4.9223057644110275,167.97452030148224,,,
4.932330827067669,167.71609751100573,,,
4.942355889724311,167.45573321120708,,,
4.9523809523809526,167.19344563222114,,,
4.962406015037594,166.92925300418216,,,
4.972431077694235,166.66317355722458,,,
4.982456140350877,166.3952255214831,,,
4.992481203007519,166.12542712709188,,,
5.00250626566416,165.8537966041858,,,
5.012531328320802,165.58035218289876,,,
5.022556390977444,165.3051120933659,,,
5.032581453634085,165.02809456572123,,,
5.042606516290727,164.74931783009953,,,
5.052631578947368,164.46880011663507,,,
5.0626566416040095,164.18655965546253,,,
5.072681704260652,163.9026146767161,,,
5.082706766917293,163.61698341053045,,,
5.0927318295739346,163.32968408703994,,,
5.102756892230577,163.0407349363793,,,
5.112781954887218,162.7501541886826,,,
5.12280701754386,162.45796007408478,,,
5.132832080200501,162.16417082272005,,,
5.142857142857142,161.86880466472303,,,
5.152882205513785,161.57187983022794,,,
5.162907268170426,161.27341454936948,,,
5.172932330827067,160.9734270522822,,,
5.18295739348371,160.6719355691003,,,
5.192982456140351,160.36895832995856,,,
5.203007518796992,160.06451356499122,,,
5.213032581453634,159.75861950433284,,,
5.223057644110275,159.45129437811784,,,
5.2330827067669174,159.14255641648077,,,
5.243107769423559,158.83242384955628,,,
5.2531328320802,158.5209149074783,,,
5.2631578947368425,158.20804782038203,,,
5.273182957393484,157.89384081840143,,,
5.283208020050125,157.5783121316711,,,
5.293233082706767,157.26147999032582,,,
5.303258145363408,156.94336262449963,,,
5.31328320802005,156.62397826432715,,,
5.323308270676692,156.30334513994285,,,
5.333333333333333,155.9814814814814,,,
5.343358395989975,155.65840551907706,,,
5.353383458646617,155.33413548286444,,,
5.363408521303258,155.008689602978,,,
5.3734335839598995,154.68208610955213,,,
5.383458646616541,154.35434323272148,,,
5.393483709273183,154.0254792026201,,,
5.4035087719298245,153.6955122493831,,,
5.413533834586466,153.36446060314444,,,
5.423558897243108,153.0323424940388,,,
5.4335839598997495,152.69917615220083,,,
5.443609022556391,152.36497980776466,,,
5.453634085213032,152.02977169086512,,,
5.463659147869674,151.69357003163634,,,
5.473684210526316,151.35639306021295,,,
5.483709273182957,151.01825900672952,,,
5.493734335839599,150.67918610132017,,,
5.503759398496241,150.3391925741202,,,
5.513784461152882,149.99829665526306,,,
5.523809523809524,149.65651657488382,,,
5.533834586466165,149.31387056311718,,,
5.5438596491228065,148.97037685009684,,,
5.553884711779449,148.62605366595812,,,
5.56390977443609,148.28091924083475,,,
5.5739348370927315,147.93499180486174,,,
5.583959899749374,147.58828958817338,,,
5.593984962406015,147.2408308209042,,,
5.6040100250626566,146.89263373318875,,,
5.614035087719298,146.54371655516132,,,
5.624060150375939,146.19409751695656,,,
5.634085213032582,145.84379484870863,,,
5.644110275689223,145.4928267805525,,,
5.654135338345864,145.14121154262222,,,
5.664160401002507,144.78896736505243,,,
5.674185463659148,144.43611247797764,,,
5.684210526315789,144.08266511153238,,,
5.694235588972431,143.72864349585103,,,
5.704260651629072,143.374065861068,,,
5.714285714285714,143.01895043731793,,,
5.724310776942356,142.6633154547352,,,
5.734335839598997,142.3071791434541,,,
5.7443609022556394,141.95055973360962,,,
5.754385964912281,141.5934754553357,,,
5.764411027568922,141.23594453876728,,,
5.774436090225564,140.87798521403863,,,
5.784461152882205,140.51961571128396,,,
5.794486215538847,140.1608542606383,,,
5.804511278195489,139.80171909223554,,,
5.81453634085213,139.4422284362106,,,
5.824561403508772,139.0824005226978,,,
5.834586466165414,138.72225358183164,,,
5.844611528822055,138.3618058437467,,,
5.854636591478696,138.0010755385773,,,
5.864661654135338,137.6400808964579,,,
5.87468671679198,137.27884014752306,,,
5.8847117794486214,136.91737152190728,,,
5.894736842105263,136.55569324974493,,,
5.904761904761905,136.19382356117052,,,
5.9147869674185465,135.8317806863186,,,
5.924812030075188,135.46958285532378,,,
5.934837092731829,135.10724829832031,,,
5.944862155388471,134.74479524544228,,,
5.954887218045113,134.38224192682515,,,
5.964912280701754,134.01960657260292,,,
5.974937343358396,133.65690741290945,,,
5.984962406015038,133.29416267788042,,,
5.994987468671679,132.93139059764906,,,
6.005012531328321,132.56860940235094,,,
6.015037593984962,132.20583732211958,,,
6.0250626566416035,131.84309258709027,,,
6.035087719298246,131.4803934273972,,,
6.045112781954887,131.11775807317474,,,
6.0551378446115285,130.75520475455744,,,
6.065162907268171,130.39275170167974,,,
6.075187969924812,130.03041714467622,,,
6.0852130325814535,129.6682193136814,,,
6.095238095238095,129.3061764388296,,,
6.105263157894736,128.94430675025524,,,
6.1152882205513786,128.58262847809272,,,
6.12531328320802,128.22115985247694,,,
6.135338345864661,127.85991910354227,,,
6.145363408521304,127.49892446142269,,,
6.155388471177945,127.13819415625323,,,
6.165413533834586,126.77774641816836,,,
6.175438596491228,126.4175994773023,,,
6.185463659147869,126.05777156378917,,,
6.195488721804511,125.69828090776446,,,
6.205513784461153,125.33914573936175,,,
6.215538847117794,124.98038428871598,,,
6.225563909774436,124.62201478596143,,,
6.235588972431078,124.26405546123277,,,
